TotRmsAbvGrd,OpenPorchSF,MasVnrArea,PoolArea,MiscVal,OverallQual,1stFlrSF,ScreenPorch,HalfBath,KitchenAbvGr,LotArea,GrLivArea,YearBuilt,2ndFlrSF,OverallCond,BsmtFinSF1,FullBath,Fireplaces,TotalBsmtSF,EnclosedPorch,LotFrontage,BsmtHalfBath,BsmtUnfSF,BsmtFinSF2,YrSold,LowQualFinSF,GarageYrBlt,MoSold,GarageCars,YearRemodAdd,BsmtFullBath,BedroomAbvGr,3SsnPorch,WoodDeckSF,GarageArea,LotShape,Utilities,LandSlope,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MSSubClass_1,MSSubClass_2,MSSubClass_3,MSSubClass_4,MSZoning_1,MSZoning_2,MSZoning_3,Street_1,Alley_1,Alley_2,LandContour_1,LandContour_2,LotConfig_1,LotConfig_2,LotConfig_3,Neighborhood_1,Neighborhood_2,Neighborhood_3,Neighborhood_4,Neighborhood_5,Condition1_1,Condition1_2,Condition1_3,Condition1_4,Condition2_1,Condition2_2,Condition2_3,BldgType_1,BldgType_2,BldgType_3,HouseStyle_1,HouseStyle_2,HouseStyle_3,RoofStyle_1,RoofStyle_2,RoofStyle_3,RoofMatl_1,RoofMatl_2,RoofMatl_3,Exterior1st_1,Exterior1st_2,Exterior1st_3,Exterior1st_4,Exterior2nd_1,Exterior2nd_2,Exterior2nd_3,Exterior2nd_4,MasVnrType_1,MasVnrType_2,MasVnrType_3,Foundation_1,Foundation_2,Foundation_3,Heating_1,Heating_2,Heating_3,CentralAir_1,Electrical_1,Electrical_2,Electrical_3,GarageType_1,GarageType_2,GarageType_3,MiscFeature_1,MiscFeature_2,MiscFeature_3,SaleType_1,SaleType_2,SaleType_3,SaleType_4,SaleCondition_1,SaleCondition_2,SaleCondition_3,SalePrice
5,0,0.0,0,0,5,894,0,0,1,7094,894,1966,0,5,180,1,0,894,0,99.0,0,340,374,2007,0,1966.0,5,1,1966,0,3,0,0,384,2,3,0,2,2,3,3,1,3,2,2,2,7,0,2,3,3,2,0,3,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,125000
8,0,0.0,0,0,6,1318,0,0,2,8930,1902,1978,584,5,0,2,0,0,0,68.0,0,0,0,2010,0,1978.0,4,2,1978,0,4,0,0,539,3,3,0,2,2,0,0,0,0,0,2,2,7,0,1,3,3,2,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,112000
6,112,72.0,0,0,8,1314,0,0,1,8640,1314,2009,0,5,936,2,0,1300,0,72.0,0,364,0,2009,0,2009.0,9,2,2009,1,3,0,135,552,3,3,0,3,2,4,3,2,6,1,4,3,7,0,2,3,3,2,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,229456
3,0,0.0,0,0,4,672,0,0,1,6240,912,1947,240,5,0,1,0,0,0,52.0,0,0,0,2006,0,,7,0,1950,0,2,0,0,0,3,3,0,2,2,0,0,0,0,0,3,2,7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,80500
7,0,236.0,0,0,6,672,0,1,1,1680,1218,1971,546,5,0,1,0,672,0,21.0,0,672,0,2006,0,,4,0,1971,0,3,0,201,0,3,3,0,2,2,3,3,1,1,1,2,2,7,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,91500
5,0,0.0,0,0,5,912,0,0,1,7800,912,1964,0,5,312,1,0,912,0,66.0,0,0,600,2006,0,1964.0,11,1,1964,0,2,0,0,288,2,3,0,2,2,3,3,1,3,2,2,2,7,0,1,3,3,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,115000
5,63,0.0,0,0,5,1211,0,0,1,8250,1211,1968,0,5,250,1,1,952,0,55.0,0,210,492,2008,0,1968.0,8,1,1968,0,3,0,0,322,3,3,0,2,2,3,3,1,4,2,4,2,7,3,1,3,3,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,134000
7,0,320.0,0,0,6,1168,0,0,1,10496,1846,1949,678,6,196,2,1,1040,0,78.0,0,844,0,2007,0,1949.0,1,1,1950,0,3,0,0,315,3,3,0,2,2,3,3,2,3,1,4,2,7,4,1,3,3,2,0,2,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,143000
7,30,44.0,0,0,5,2136,0,0,1,10680,2136,1951,0,3,756,2,0,2136,0,89.0,0,1380,0,2006,0,1951.0,10,2,1951,0,4,0,0,528,3,3,0,2,2,3,2,1,2,1,2,2,4,0,1,3,3,2,0,3,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,137900
8,75,0.0,0,0,7,788,0,1,1,15384,1490,2004,702,5,724,2,1,788,0,60.0,0,64,0,2008,0,2004.0,2,2,2005,1,3,0,100,388,2,3,0,3,2,4,3,3,6,1,4,3,7,4,3,3,3,2,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,184000
6,0,63.0,0,0,6,1138,0,0,1,10482,1138,1958,0,8,507,1,0,588,0,65.0,1,81,0,2007,0,1958.0,6,1,1958,0,3,0,224,264,3,3,0,2,3,3,3,3,6,1,4,2,7,0,2,3,3,2,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,145000
9,18,74.0,0,0,6,894,0,1,1,14598,1933,2007,1039,5,0,2,1,894,0,86.0,0,894,0,2008,0,2007.0,1,3,2007,0,4,0,100,668,2,3,0,3,2,4,3,2,1,1,4,3,7,4,3,3,3,2,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,214000
5,240,300.0,0,0,5,912,0,0,1,8872,912,1965,0,8,595,1,0,912,0,72.0,0,317,0,2008,0,1992.0,12,2,2008,1,2,0,0,576,3,3,0,2,2,3,3,1,5,1,4,3,7,0,1,3,3,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,147000
7,72,766.0,0,0,9,1702,224,1,1,8769,1702,2008,0,5,1540,1,1,1702,0,65.0,0,162,0,2008,0,2008.0,10,3,2008,1,1,0,0,1052,3,3,0,4,2,5,3,1,6,1,4,4,7,4,3,3,3,2,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,367294
7,0,0.0,0,0,5,1507,0,0,1,7910,1507,1960,0,5,666,2,0,1075,0,70.0,0,409,0,2008,0,1960.0,8,1,1960,0,4,0,0,404,3,3,0,2,2,3,3,1,5,1,3,2,3,0,1,3,3,2,0,2,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,127000
12,24,1.0,0,8300,5,1361,0,2,2,18890,2620,1977,1259,5,498,2,1,1361,145,,0,652,211,2007,0,1977.0,8,2,1977,0,4,0,155,600,2,3,0,2,2,4,3,1,6,3,4,2,7,3,2,3,3,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,190000
6,18,120.0,0,0,5,1190,0,0,1,7728,1190,1962,0,6,803,1,0,1106,0,70.0,0,303,0,2006,0,1962.0,5,2,1962,1,3,0,0,540,3,3,0,2,2,3,3,3,5,1,2,2,7,0,1,3,3,2,0,2,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,132500
6,0,0.0,0,0,4,1224,0,0,2,9842,1224,1962,0,5,0,2,0,0,0,70.0,0,0,0,2007,0,1962.0,3,2,1962,0,2,0,0,462,3,3,0,2,2,0,0,0,0,0,2,2,7,0,1,3,3,2,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,101800
6,0,180.0,0,0,5,1188,0,0,1,12160,1188,1959,0,5,1000,1,0,1188,0,,0,188,0,2010,0,1959.0,5,2,1959,1,3,0,0,531,2,3,0,2,2,3,3,1,3,1,1,2,7,0,2,3,3,2,0,3,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,142000
7,192,0.0,0,0,5,1024,0,1,1,8525,1964,1911,940,6,0,1,0,940,0,55.0,0,940,0,2008,0,,11,0,1950,0,4,0,0,0,3,3,0,2,2,3,3,3,1,1,2,2,7,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,130000
9,40,0.0,0,0,5,892,0,1,1,13132,1784,1914,892,5,0,1,0,747,0,96.0,0,747,0,2006,0,1914.0,7,1,1950,0,4,0,203,180,3,3,0,2,2,4,3,2,1,1,3,2,7,0,1,2,2,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,138887
6,27,106.0,0,0,7,764,0,1,1,2628,1626,2003,862,5,0,2,0,764,0,36.0,0,764,0,2010,0,2003.0,6,2,2003,0,2,0,0,474,3,3,0,3,2,4,3,1,1,1,4,3,7,0,2,3,3,2,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,175500
8,48,0.0,0,0,7,847,0,1,1,12393,1948,2004,1101,5,0,2,1,847,0,41.0,0,847,0,2006,0,2004.0,9,2,2005,0,4,0,100,434,1,3,0,3,2,4,3,1,1,1,4,3,7,4,3,3,3,2,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,195000
6,0,0.0,0,0,6,1141,0,1,1,13072,1141,2005,0,5,0,1,0,1141,0,63.0,0,1141,0,2006,0,2005.0,3,2,2005,0,3,0,0,484,3,3,0,3,2,4,3,1,1,1,4,2,7,0,1,3,3,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,142500
6,33,32.0,0,0,8,1484,0,0,1,9037,1484,2006,0,5,428,2,1,1476,0,64.0,0,1048,0,2007,0,2006.0,12,2,2006,0,2,0,120,472,2,3,0,3,2,4,3,3,6,1,4,4,7,4,2,3,3,2,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,265900
8,63,252.0,0,0,7,884,0,1,1,8158,1768,2003,884,5,550,2,0,884,0,65.0,0,334,0,2008,0,2003.0,7,2,2003,1,3,0,0,543,3,3,0,3,2,4,3,1,6,1,4,3,7,0,2,3,3,2,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,224900
7,56,0.0,0,0,7,1689,0,0,1,9849,1689,2007,0,6,0,2,0,1689,0,83.0,0,1689,0,2007,0,2007.0,6,3,2007,0,3,0,0,954,3,3,0,3,2,4,3,3,1,1,4,3,7,0,2,3,3,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,248328
6,120,81.0,0,0,7,1173,0,0,1,10625,1173,1974,0,6,885,2,2,1053,0,85.0,0,0,168,2010,0,1974.0,1,2,1974,1,3,0,0,528,3,3,0,2,2,4,3,4,6,2,2,3,7,3,2,3,3,2,0,3,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,170000
7,229,,0,0,10,2076,0,1,1,13891,2076,2006,0,5,1386,2,1,2076,0,107.0,0,690,0,2006,0,2006.0,9,3,2006,1,2,0,216,850,3,3,0,4,2,5,4,4,6,1,4,4,7,4,3,3,3,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,465000
7,0,0.0,0,0,8,792,0,0,1,11435,1517,1929,725,7,0,1,2,792,0,,0,792,0,2006,0,1931.0,6,2,1950,0,3,0,0,400,2,3,1,2,2,4,3,1,1,1,1,3,7,4,1,3,3,2,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,230000
7,112,74.0,0,0,6,1140,147,1,1,12090,1868,1984,728,7,0,3,1,585,0,78.0,0,585,0,2007,0,1984.0,1,2,2003,0,3,0,268,477,3,3,0,2,2,4,3,1,1,1,4,2,7,3,3,3,3,2,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,178000
6,45,0.0,0,0,7,756,0,1,1,8125,1553,2005,797,5,0,2,0,756,0,65.0,0,756,0,2006,0,2005.0,3,2,2006,0,3,0,0,615,3,3,0,3,2,4,3,1,1,1,4,3,7,0,2,3,3,2,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,186500
6,0,335.0,0,0,6,1034,0,0,1,12328,1034,1976,0,5,539,1,0,1012,0,,0,473,0,2010,0,1976.0,5,3,1976,1,3,0,0,888,2,3,0,2,2,3,3,3,6,1,2,2,7,0,1,3,3,2,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,169900
8,0,0.0,0,0,6,1134,0,1,1,9600,2058,1917,924,5,319,1,1,735,259,60.0,0,416,0,2008,0,1950.0,4,2,1950,0,3,0,0,396,3,3,0,2,2,4,3,1,3,1,1,2,7,4,1,2,2,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,129500
6,80,0.0,0,0,5,988,0,0,1,7200,988,1950,0,7,534,1,0,876,0,60.0,0,246,96,2007,0,1950.0,5,1,1950,0,3,0,0,276,3,3,0,2,2,3,3,1,4,3,2,2,7,0,1,3,3,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,119000
8,0,0.0,0,0,7,2110,0,1,1,11160,2110,1968,0,5,1065,2,2,2110,0,93.0,0,1045,0,2010,0,1968.0,4,2,1968,1,3,0,0,522,3,3,0,3,2,3,3,1,5,1,4,4,7,3,3,3,3,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,244000
6,36,163.0,0,0,7,1405,0,0,1,3136,1405,2003,0,5,0,2,1,1405,0,,0,1405,0,2006,0,2003.0,3,2,2003,0,2,0,148,478,2,3,0,3,2,4,3,1,1,1,4,3,7,4,2,3,3,2,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,171750
5,0,0.0,0,600,5,874,0,0,1,9858,874,1968,0,6,510,1,0,864,0,62.0,0,354,0,2009,0,1968.0,11,1,1968,1,3,0,33,288,3,3,0,2,2,3,3,1,4,1,2,2,7,0,2,3,3,2,0,2,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,130000
9,47,0.0,0,0,7,1516,0,1,1,17542,2167,1974,651,7,125,2,2,1192,0,,0,36,1031,2007,0,1974.0,7,2,2003,1,3,0,220,518,2,3,0,3,2,3,3,4,2,5,2,3,7,4,2,3,3,2,0,3,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,294000
7,128,92.0,0,0,7,760,0,1,1,6931,1656,2003,896,5,0,2,1,746,0,60.0,0,746,0,2008,0,2003.0,7,2,2004,0,3,0,178,397,3,3,0,3,2,4,3,1,1,1,4,3,7,4,3,3,3,2,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,165400
6,0,0.0,0,0,6,959,120,0,1,6240,1367,1931,408,6,425,1,1,884,0,52.0,0,459,0,2007,0,1978.0,11,1,1950,0,3,0,0,560,3,3,0,2,2,3,2,1,2,1,2,2,7,4,1,3,3,2,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,127500
7,36,554.0,0,0,8,1987,0,0,1,14303,1987,1994,0,5,1314,2,1,1986,0,91.0,0,672,0,2008,0,1994.0,8,2,1994,1,2,0,262,691,2,3,0,3,2,4,3,4,6,1,4,3,7,3,3,3,3,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,301500
4,96,0.0,0,0,5,864,0,0,1,4060,864,1922,0,8,0,1,0,864,0,56.0,0,864,0,2009,0,,7,0,1950,0,2,0,0,0,3,3,0,2,2,2,3,1,1,1,4,2,7,0,0,0,0,2,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,99900
5,0,182.0,0,0,7,1166,0,0,1,9587,1166,2005,0,5,655,2,0,856,0,59.0,0,201,0,2008,0,2005.0,7,2,2005,1,2,0,212,400,2,3,0,3,2,4,3,4,6,1,4,3,7,0,3,3,3,2,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,190000
6,0,0.0,0,0,6,1054,80,1,1,9750,1054,1969,0,8,602,1,0,1054,0,65.0,0,14,438,2008,0,1969.0,7,2,1969,1,3,0,180,460,3,3,0,2,2,4,3,1,5,2,3,2,7,0,1,3,3,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,151000
7,103,0.0,0,0,6,892,0,1,1,24682,1675,1999,783,5,0,2,1,841,0,,0,841,0,2009,0,1999.0,6,2,1999,0,3,0,0,502,0,3,0,2,2,4,3,1,1,1,4,2,7,3,3,3,3,2,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,181000
5,0,0.0,0,0,5,1050,0,0,1,9600,1050,1956,0,6,504,1,0,1050,0,80.0,0,546,0,2009,0,1956.0,6,1,1956,0,2,0,0,338,3,3,0,2,2,3,3,1,3,1,3,2,7,0,1,3,3,2,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,128900
